genre,title,year,author,publisher,language,format,tags,comments,key,keyword,keyword2,key2,realYear
Masculinities,Making Beautiful: Male Workers in Beauty Parlors,2006,S. M. Faizan Ahmed,Men and Masculinities,English,Journal Article,"Male Parlors, Male Spaces, Beauty Industry",,Feminist Politics,feminist politics,development,Development,2006
Masculinities,"Collective Violence, Public Spaces, and the Unmaking of Men",2006,Deepak Mehta,Men and Maculinities,English,Journal Article,"Communal Violence, Dharavi, Public Spaces",,Violence,violence,religion,Religion,2006
Masculinities,Reframing Masculinities: Narrating the Supportive Practices of Men,2007,Radhika Chopra,Orient Blackswan,English,Academic Book,Men and the Development Discourse,,Development,development,feminist politics,Feminist Politics,2007
Masculinities,From Gynemimesis to Hypermasculinity: The Shifting Orientations of Male Performers of South Indian Court Dance,2009,Hari Krishnan,Oxford University Press,English,Book Chapter,"Male Dancers, Bharata Natyam, Court Dance",Article contained within When Men Dance: Choreographing Masculinities Across Borders,Culture,culture,feminist historiography,Feminist Historiography,2009
Masculinities,The Man Who Was Seen Too Much: Amitabh Bachchan on Film Posters,2010,Ranjani Mazumdar,Tasveer Ghar--A Digital Archive of South Asian Popular Visual Culture,English,Journal Article,"Amitabh Bachchan, Popular Culture",,Culture,culture,society,Society,2010
Masculinities,Development Masculinity and Christianity: Essays and Verses from India’s North East,2014,Tiplut Nongbri,Indian Institute of Advanced Studies,English,Academic Book,"Masculinity and the Development Discourse, Christianity",,Religion,religion,development,Development,2014
Masculinities,Formulating Patriarchal Homosociality: Notes from India,2014,Karen Gabriel,NORMA: International Journal for Masculinity Studies,English,Journal Article,"Homosociality, Patriarchy",,Society,society,,,2014
Masculinities,"Digital Queer Cultures In india: Politics, Intimacies and Belongings",2017,Rohit K Dasgupta,Taylor and Francis,English,Academic Book,"Indian Queer Men, Digital spaces, Sociology",,Technology,technology,lqbtq narratives,LQBTQ narratives,2017
Masculinities,"Selling Intoxicating Bondings: Hyper Masculinity and Print Alcohol Ads in India, A Visual Gallery",2018,Rupali Sehgal,Tasveer Ghar--A Digital Archive of South Asian Popular Visual Culture,English,Journal Article,"Hypermasculinity, Popular Culture",,Culture,culture,identity,Identity,2018
Masculinities,Men and Feminism in India,2018,"Romit Chowdhary, Zaid al Baset (editors)",Routledge,English,Academic Book,"Men, Feminist Research, Feminist Pedagogy",,Feminist Politics,feminist politics,society,Society,2018
Masculinities,Invisible Men: Inside India's Transmasculine Network,2018,Nandini Krishnan,Penguin Viking,English,Academic Book,"Transmen narratives, Transmasculinity",,LGBTQ narratives,lgbtq narratives,feminist politics,Feminist Politics,2018
Masculinities,"Gender, Power and Identity: Essays on Masculinities in Rural North India ",2019,Prem Chowdhry,Orient BlackSwan,English,Academic Book,"Gender Relations, Rural North India",,Society,society,identity,Identity,2019
Masculinities,Gender and Hindu Nationalism: Understanding Masculine Hegemony,2019,Prem Kumar Vijayan,Routledge,English,Academic Book,"Hegemonic Masculinity, Hindu Nationalism",,Religion,religion,society,Society,2019
Masculinities,Lions of Islam: Symbols of Masculine Power in the Devotional Art of India and Pakistan,2019,Yousuf Saeed,Tasveer Ghar--A Digital Archive of South Asian Popular Visual Culture,English,Journal Article,"Devotional Art, Masculine Iconography",,Culture,culture,religion,Religion,2019
Masculinities,"Mardon Wali Baatein: A Research Project on Men, Masculinities, and SRHR",2019,Abhishek Sekharan,The YP Foundation,English,Research Report,"Mardangi, Sexual and Reproductive Health and Rights, Uttar Pradesh",,Sexual and Reproductive Health,sexual and reproductive health,society,Society,2019
Masculinities,"Crafting “Youthful” Desire, “Doing” Masculinity: Narratives of Middle-Aged to Older Men in Grindr Grid and Offline Spaces in Mumbai, India",2020,"Anupam Sharma, Thannishtha Samanta",Ageing International,English,Journal Article,"Queer Bodies, Men, Grindr",,LGBTQ narratives,lgbtq narratives,society,Society,2020
Masculinities,"The Action Heroes of Bengali Cinema: Industrial, Technological and Aesthetic Determinants of Popular Film Culture, 1980s–1990s",2020,Spandan Bhattacharya,Routledge,English,Book Chapter,"Action Heroes, Bengali Cinema, Popular Culture","Article contained in Popular Cinema in Bengal:
Genre, Stars, Public Cultures",Culture,culture,society,Society,2020
Masculinities,Motorcycle Masculinity in Indian Cinema,2020,Shaista Anwar,Tasveer Ghar--A Digital Archive of South Asian Popular Visual Culture,English,Journal Article,"Motorcycle Masculinity, Indian Cinema, Popular Culture",,Society,society,development,Development,2020
Masculinities,Sleepless Fathers in Malayalam Cinema: Unraveling the Dynamics of Caste and Masculinity,2020,Navaneetha Mokkil,South Asian Popular Culture,English,Journal Article,"Malayalam Cinema, Fatherhood, Caste",,,,,,2020
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Work and Economics,"Structure and Strategy: Women, work and Family",1990,"Leela Dubey, Rajni Palriwala (editors)",Sage Publication,English,Academic Book,"Gender. Economics, Work",,Development,development,society,Society,1989
Work and Economics,The Gendered politics of Fuel in India,1991,Padmini Swaminathan,Sage Publication,English,Journal Article,"Gender. Economics, Work",,Development,development,society,Society,1991
Work and Economics,Making a Difference: Feminist Publishing in the South,1995,"Urvashi Butalia, Ritu Menon",Bellagio Pub. Network,English,Academic Book,"Gender, Publication, Feminist Publishing",,Feminist Politics,feminist politics,society,Society,1995
Work and Economics,When the rolling Pins hit the street: Women in the anti price rise movement in Maharashtra,1996,Nandita Gandhi,Zubaan,English,Academic Book,"Women's Movement, Gender, Work",,Development,development,society,Society,1996
Work and Economics,"Widows vs Daughters or Widows as daughters? Property, Land and Economic Security in Rural India",1998,Bina Agarwal,Cambridge University Press,English,Journal Article,"Gender, Land, Law",,Development,development,society,Society,1998
Work and Economics,Gendered Price of Rice in North-Eastern India,2005,Sumi Krishna,Economic & Political Weekly,English,Journal Article,"Gender, Agricculture",,Development,development,society,Society,2005
Work and Economics,The Trauma of Wage Employment and the burden of 'work' for women in India,2005,Padmini Swaminathan,Women Unlimited,English,Book Chapter,"Gender, Wage employment",,Development,development,society,Society,2005
Work and Economics,Feminization of Agriculture and Marginalization of their Economic State,2005,Swarna S. Vepa,Economic & Political Weekly,English,Journal Article,"Gender, Agricculture",,Development,development,society,Society,2005
Work and Economics,"Women, Work and Abortion: A case Study",2007,S. Anandhi,Economic & Political Weekly,English,Journal Article,"Gender, Economics, Abortion",,Development,development,sexual and reproductive health,Sexual and Reproductive Health,2007
Work and Economics,"Gender, Matriliny, and Entrepreneurship: The Khasis of North-East India",2008,Tiplut Nongbri,Zubaan,English,Academic Book,"Gender, Matriliny, Entrepreneurship",,Development,development,identity,Identity,2008
Work and Economics,Women and Work ,2012,Padmini Swaminithan (editors),Orient Blackswan,English,Academic Book,"Gender, Work, Economics",,Development,development,,,2012
Work and Economics,"Caste, Sexuality and Labour: The Troubled Connection",2012,Meena Gopal,Current Sociology,English,Journal Article,"Caste, Labour, Sexuality",,Caste,caste,development,Development,2012
Work and Economics,"Political Economy of Production and Reproduction: Caste, Custom and Community in North India",2015,Prem Chowdhry,Oxford University Press,English,Academic Book,"Caste, Gender, Production, Reproduction",,Caste,caste,development,Development,2015
Work and Economics,Female Labour in Tea Plantations: Labour Process and Labour Control,2016,Ashmita Sharma,Palgrave Macmillan,English,Journal Article,"Gender, Labour, work","Article contained within Land, Labour and Livelihoods: 
Indian Women's Perspectives",Development,development,society,Society,2016
Work and Economics,"Sex Work as Livelihood: Women, Men and Transgender Sex Workers in Karnataka",2016,Shubha Chacko,Palgrave Macmillan,English,Journal Article,"Gender, Livelihood, Trangender","Article contained within Land, Labour and Livelihoods: 
Indian Women's Perspectives",Development,development,violence,Violence,2016
Work and Economics,"‘Here, We Are Addicted To Loitering’: Exploring Narratives of Work and Mobility Among Migrant Women in Delhi",2016,Sonal Sharma,Palgrave Macmillan,English,Journal Article,"Gender, Migrant Women, Labour","Article contained within Land, Labour and Livelihoods: 
Indian Women's Perspectives",Development,development,,,2016
Work and Economics,Pornography and Liberation: Understanding Cultures of Violence,2017,Karen Gabriel,Kairos: A Journal of Critical Symposium,English,Journal Article,"Pornography, Violence",,Development,development,technology,Technology,2017
Work and Economics,Power of Porn Cultures,2017,Karen Gabriel,The Transnational Institute,English,Book Chapter ,"Pornography, Gender relations, Power politics","Part of Sate of Power, 2017",Development,development,technology,Technology,2017
Work and Economics,Mannequin: Working Women in India's Glamour Industry,2018,Manjima Bhattacharjya,Zubaan,English,Non-Fiction,"Gender, Work, Economics",,Development,development,society,Society,2018
Work and Economics,"Turning the Pot, Tilling the Land: Dignity of Labour in our Times",2019,"Kancha Ilaiah, Durgabai Vyam",Navayana,English,Graphic Book,"Gender, Caste, Work, Labour",,Development,development,caste,Caste,2019
Work and Economics,Bans & Bar Girls: Performing Caste in Mumbai’s Dance Bars,2019,Sameena Dalwai,Women Unlimited,English,Academic Book,"Caste, Caste Capital, Bar Girls, Maharashtra",,Caste,caste,development,Development,2019
Work and Economics,Queeristan: LGBTQ Inclusion in the Indian Workplace,2020,Parmesh Shahani,Westland,English,Non-Fiction,"LGBTQ inclusion, Corporate India, Workplaces",,Development,development,lgbtq naratives,LGBTQ naratives,2020
Work and Economics,Mobile Girls Kootam: Working Women Speak,2021,Madhumita Dutta,Zubaan,English,Non-Fiction,"Gender, Work, Economics",,Development,development,,,2021
Work and Economics,"House maids, Urban Spacing and Negotiating the ‘Other’ During Covid Times",2022,Amrita Ghosh,Routledge ,English,Book Chapter,"Gender, Labour, Pandemic",Article contained within COVID-19 Assemblages: Queer and Feminist Ethnographies From South Asia,Development,development,society,Society,2022
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Religion and Customary Practices,Politics of Diversity-Religious Communities and Multiple Patriarchies,1995,Kumkum Sangari ,Economic & Political Weekly,English,Journal Article,"Religion, Gender, Patriarchy",,Religion,religion,law,Law,1995
Religion and Customary Practices,"Marriage, Sexuality and the Female Ascetic-Understanding a Hindu Sect",1996,Prem Chowdhry,Economic & Political Weekly,English,Journal Article,"Religion, Gender, Hinduism",,Religion,religion,development,Development,1996
Religion and Customary Practices,The Qur'an Women and Modern Society,2005,Asghar Ali Engineer,New Dawn Press Group ,English,Academic Book,"Islam, Religion, Gender",,Religion,religion,society,Society,2005
Religion and Customary Practices,"Text, Knowledge and Representation: Reading Gender in Sumi Marriage Practices",2014,Lovitoli Jimo,Routledge,English,Journal Article,"Gender, Religion, Marriage Practices","Article contained within Modern Practices in North East India
History, Culture, Representation",Religion,religion,society,Society,2014
Religion and Customary Practices,Women and Customary Spiritual authority: The case of Khonds,2017,Bhanumathi Kalluri,Economic & Political Weekly,English,Journal Article,"Gender, women, Spirituality, Khonds",,Religion,religion,society,Society,2017
Religion and Customary Practices,"Faith, Belief, Piety and Feminism: Beyond an awkward relationship",2017,Janaki Nair,Economic & Political Weekly,English,Journal Article,"Faith, Belief, Piety, Feminism",,Religion,religion,feminist politics,Feminist Politics,2017
Religion and Customary Practices,Inhabiting or Interrogating Faith: Piety among Muslim women in Mumbai,2017,"Tanvi Patel Banerjee, Rowena Robinson",Economic & Political Weekly,English,Journal Article,"Faith, Belief, Piety, Feminism",,Religion,religion,feminist politics,Feminist Politics,2017
Religion and Customary Practices,Women and Religosity: Dalit Christianity in Kerala ,2017,P Sanal Mohan,Economic & Political Weekly,English,Journal Article,"Gender, Religion, Christianity",,Caste,caste,religion,Religion,2017
Religion and Customary Practices,Intercaste Marriage and the Shakta: Myths of Karnataka ,2017,Rahamath Tarikere,Economic & Political Weekly,English,Journal Article,"Intercaste Marriage, Karnataka",,Caste,caste,religion,Religion,2017
Religion and Customary Practices,The Role of Male Dais (Huarku) in Childbirth in a Tribal Block in Nandurbar District of Maharashtra State,2018,"Sneha Baldeo Makkad, Dr Mira Sadgopal",Routledge,English,Journal Article,"Gender, Custormary Practice, Childbirth","Article contained in Global Masculinities: Interrogations and reconstructions
Interrogations and Reconstructions",Sexual and Reproductive Health,sexual and reproductive health,society,Society,2018
Religion and Customary Practices,How Can Feminist Theology reduce gender inequality in Religion,2018,Vineeta Sharma,Economic & Political Weekly,English,Journal Article,"Feminist Theory, Theology",,Feminist Politics,feminist politics,religion,Religion,2018
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Art, Cinema and Pop Culture","Third World Women's Cinema-Notes on Narrative, Reflections on Opacity",1990,Susie Tharu,Economic & Political Weekly,English,Journal Article,"Women in Film, Women and Cinema",,Culture,culture,feminist politics,Feminist Politics,1986
"Art, Cinema and Pop Culture",Dialectic of Public and Private-Representation of Women in Bhoomika and Mirch Masala,1991,Ranjani Mazumdar,Economic & Political Weekly ,English,Journal Article,"Women in Film, Women and Cinema, Media Representation",,Culture,culture,feminist historiography,Feminist Historiography,1991
"Art, Cinema and Pop Culture",Conceptualising Popular Culture: 'Lavani' and 'Powada' in Maharashtra',2002,Sharmila Rege,Economic & Political Weekly,English,Journal Article,"Caste, Cultural Labour, Lavani, Powada",,Caste,caste,culture,Culture,2002
"Art, Cinema and Pop Culture",Rethinking Popular Culture,2002,Mangesh Kulkarni,Economic & Political Weekly,English,Journal Article,"Caste, Gender, Performance",,Culture,culture,feminist historiography,Feminist Historiography,2002
"Art, Cinema and Pop Culture",Popular Culture: Reply to Mangesh Kulkarni,2002,Sharmila Rege,Economic & Political Weekly,English,Journal Article,"Caste, Gender, Performance",,Culture,culture,feminist historiography,Feminist Historiography,2002
"Art, Cinema and Pop Culture","Voice, Gender and Space in Times of 5 Year Plans",2004,Sanjay Srivastava,Economic & Political Weekly,English,Journal Article,"Lata Mangeshkar, Performative Femininity, Five-Year Plan",,Culture,culture,feminist historiography,Feminist Historiography,2004
"Art, Cinema and Pop Culture",Lata Mangeshkar: The Singer and the voice,2004,Ashwini Deshpande,Economic & Political Weekly,English,Journal Article,"Lata Mangeshkar, Gender, Representation",,Culture,culture,feminist historiography,Feminist Historiography,2004
"Art, Cinema and Pop Culture",Ethics of RepreseNtATION: Media and the Indian Queer,2005,Sumanyu Satpathy,Sociology,English,Journal Article,"Queer Narratives, Media Representation",,LGBTQ narratives,lgbtq narratives,culture,Culture,2005
"Art, Cinema and Pop Culture",The Voice in Colonial and Post Colonial India,2005,Lakshmi Subramanian,Economic & Political Weekly,English,Journal Article,Post-Colonial India,,Feminist Historiography,feminist historiography,culture,Culture,2005
"Art, Cinema and Pop Culture",Understanding The Singer,2005,Ashwini Deshpande,Economic & Political Weekly,English,Journal Article,Hindustani Classical Music,,Culture,culture,society,Society,2005
"Art, Cinema and Pop Culture",Thinking About But Beyond 'Lata Mangeshkar',2005,Sanjay Srivastava,Economic & Political Weekly,English,Journal Article,"Lata Mangeshkar, Popular Culture",,Culture,culture,society,Society,2005
"Art, Cinema and Pop Culture",Not Understanding the Singer,2005,Ashwini Deshpande,Economic & Political Weekly,English,Journal Article,"Lata Mangeshkar, Popular Culture",,Culture,culture,society,Society,2005
"Art, Cinema and Pop Culture","Freedom and Destiny : Gender, Family, and Popular Culture in India",2006,Patricia Uberoi,Oxford University Press,English,Academic Book,"Popular Media, Gender Relations, Family",,Culture,culture,soceity,Soceity,2006
"Art, Cinema and Pop Culture",Miss Use: A Survey of Raunchy Bhojpuri Music Album Covers,2007,Vishal Rawlley,Tasveer Ghar--A Digital Archive of South Asian Popular Visual Culture,English,Journal Article,"Popular Culture, Bhojpuri Music",,Culture,culture,feminist politics,Feminist Politics,2007
"Art, Cinema and Pop Culture",The Blaft Anthology of Tamil Pulp Fiction Vol I,2008,"Rakesh Khanna (editor), Pritham K. Chakravarthy (translator, compiler)",Blaft Publications,English,Anthology of short stories,"Tamil Pulp Fiction, Romance, Noir, Science Fiction",,Culture,culture,,,2008
"Art, Cinema and Pop Culture",Forbidden Texts/Sex: New India's gay poets,2009,Hoshang Merchant,Taylor and Francis,English,Academic Book,"Indian Gay Writers, Homosexuality",,Society,society,culture,Culture,2009
"Art, Cinema and Pop Culture","Shifting Spaces, Frozen Frames: Trajectories of queer politics in contemporary India",2009,Navaneetha Mokkil,Inter-Asia Cultural Studies,English,Journal Article,"Sexual identity, Queer politics, Malayalam films",,Feminist Politics,feminist politics,feminist historiography,Feminist Historiography,2009
"Art, Cinema and Pop Culture","Sculpting the Middle Class: History, Masculinity and the Amar Chitra Katha",2010,Deepa Sreenivas,Routledge,English,Academic Book,"Middle Class Masculinity, Amar Chitra Katha",,Culture,culture,religion,Religion,2010
"Art, Cinema and Pop Culture","Melodrama and the Nation : Sexual Economies of Bombay Cinema, 1970-2000",2010,Karen Gabriel,Women Unlimited,English,Academic Book,"Bombay Cinema, Popular Culture, Gender and Sexuality",,Culture,culture,desire,Desire,2010
"Art, Cinema and Pop Culture",Fire: A Queer Film Classic,2010,Shohini Ghosh,Arsenal Pulp Press,English,Academic Book,"Fire, Queer Spectatorship, Lesbian Narratives",,Culture,culture,desire,Desire,2010
"Art, Cinema and Pop Culture",The Blaft Anthology of Tamil Pulp Fiction Vol II,2010,"Rakesh Khanna (editor), Pritham K. Chakravarthy (translator, compiler)",Blaft Publications,English,Anthology of short stories,"Tamil Pulp Fiction, Romance, Noir, Science Fiction",,Culture,culture,,,2010
"Art, Cinema and Pop Culture",Sexual and Gender Representations in Mughal India,2010,Syed Mubin Zehra,Manak Publications,English,Academic Book,"Mughal paintings, Literature, Sexuality, Mughal India, History",,Culture,culture,religion,Religion,2010
"Art, Cinema and Pop Culture",Queer ,2011,Sunil Gupta,Prestel,English,Photographic Novel ,"Narrative Portraits, Fictional Photo Essays",,LGBTQ narratives,lgbtq narratives,culture,Culture,2011
"Art, Cinema and Pop Culture",The History of Doing: An Illustrated Account of Movement for Women's Rights and Feminism in India,2011,Radha Kumar,Zubaan,English,Graphic Novel,"Feminist politics, Women's movement in India, History",,Activism,activism,feminist politics,Feminist Politics,2011
"Art, Cinema and Pop Culture","Media, Gender, and Popular Culture in India: Tracking Change and Continuity",2012,"Sanjukta Dasgupta, Dipankar Sinha, Sudeshna Chakravarti",Sage Publications,English,Academic Book,"Popular Culture, Gender in Media, Media Representation",,Culture,culture,technology,Technology,2012
"Art, Cinema and Pop Culture",Unearthing Gender: Folksongs of North India,2012,Smita Tewari Jassal,Duke University Press,English,Academic Book,"Gender in Folksongs, North India",,Culture,culture,identity,Identity,2012
"Art, Cinema and Pop Culture",Staging Resistance: Plays by Women in Translation,2012,Tutun Mukherjee,Oxford University Press India,English,Academic Book,"Plays by Women, Literary Criticism, Theatre",,Culture,culture,activism,Activism,2012
"Art, Cinema and Pop Culture","Gender, Space and Resistance: Women and Theatre in India",2013,"Anita Singh, Tarun Tapas Mukherjee (editors)",D. K. Printworld,English,Academic Book,"Women in Theatre, Resistance Politics",,Culture,culture,activism,Activism,2013
"Art, Cinema and Pop Culture","Gods, Men and Women- Gender and Sexuality in Early Indian Art",2013,Seema Bava,D. K. Printworld,English,Academic Book,"Gender and Sexuality, Gender in Art, Early Indian Architecture and Art",,Culture,culture,identity,Identity,2013
"Art, Cinema and Pop Culture",Staging Transgender Solidarities at Bangalore's Queer Pride,2014,Kareem Khubchandini,Transgender Studies Quaterly,English,Jounal Article,"Trans Narratives, Queer Pride Bangalore",,LGBTQ Narratives,lgbtq narratives,queer movement,Queer Movement,2014
"Art, Cinema and Pop Culture","Our Pictures, Our Words: A Visual Journey Through the Women's Movement",2014,"Laxmi Murthy, Rajashri Dasgupta",Zubaan,English,Academic Book,"Women's Movement in India, Feminism, Visual Representation",,Activism,activism,feminist politics,Feminist Politics,2014
"Art, Cinema and Pop Culture",Gay Subcultures and Literatures: The Indian Projections,2014,Sukhbir Singh,Indian Institute of Advanced Studies,English,Academic Book,"Gay subcultures, Society","Anthology of papers presented at the Seminar on 'Gay Subcultures and Literatures: The Indian Projections', held at Shimla during 3-4 April 2012",Culture,culture,lgbtq narratives,LGBTQ Narratives,2014
"Art, Cinema and Pop Culture","En-gendering The Detective: Of Love, Longing and Feminine Follies",2015,Madhuja Mukherjee,South Asian History and Culture,English,Jounal Article,"Rituparno Ghosh, Femininity, Masculinity, Bengali Cinema",,Culture,culture,society,Society,2015
"Art, Cinema and Pop Culture","Gender Inequality, Popular Culture and Resistance in Bankura District",2016,Sujit Kumar Chattopadhyay,Primus,English,Academic Book,"Bankura, Gender, Popular Culture, Resistance Politics",,Feminist Politics,feminist politics,culture,Culture,2016
"Art, Cinema and Pop Culture",Delhi: Communities of Belonging,2016,"Sunil Gupta, Charan Singh",New Press,English,Photo Book,"LGBTQ, Photo essay, Documentary",,LGBTQ Narratives,lgbtq narratives,culture,Culture,2016
"Art, Cinema and Pop Culture","Refashioning India: Gender, Media, and a Transformed Public Discourse",2017,Maitrayee Chaudhuri,Orient BlackSwan,English,Academic Book,"Gender in Media, Public Discourse",,Culture,culture,technology,Technology,2017
"Art, Cinema and Pop Culture",New Writing and Art From Northeast India,2017,Parismita Singh (editor),Zubaan,English,Book,"North East India, Feminism in India",,Culture,culture,identity,Identity,2017
"Art, Cinema and Pop Culture",The Blaft Anthology of Tamil Pulp Fiction Vol III,2017,"Rashmi Ruth Devadasan, Rakesh Khanna, V. Vinod, Nirmal Rajagopalan (editors)",Blaft Publications,English,Anthology of short stories,"Tamil Pulp Fiction, Romance, Noir, Science Fiction",,Culture,culture,,,2017
"Art, Cinema and Pop Culture",Remnants of Separation: A History of Partition through Material Memory,2017,Aanchal Malhotra,Harper Collins,English,Non Fiction,"Partition, Material Memory","Anthology of Essays Documenting material remnants of partition like jewelry, artifacts, utensils etc",Feminist Historiography,feminist historiography,feminist politics,Feminist Politics,2017
"Art, Cinema and Pop Culture","Rituparno Ghosh, Sartorial Codes and the Queer Bengali Youth",2018,"Rohit K. Dasgupta, Kaustav Bakshi",Bloomsbury,English,Book Chapter,"Rituparno Ghosh, Bengali Cinema, Queer Narratives",Article contained in Styling South Asian Youth Cultures,Culture,culture,lgbtq narratives,LGBTQ Narratives,2018
"Art, Cinema and Pop Culture",Women and Resistance in Contemporary Bengali Cinema: A Freedom Incomplete,2018,Srimati Mukherjee,Routledge,English,Academic Book,"Women in Cinema, Bengali Cinema",,Activism,activism,culture,Culture,2018
"Art, Cinema and Pop Culture",The Constitution of India: A National Gallery of a Few Good Men,2018,Saurav Roy,Tasveer Ghar--A Digital Archive of South Asian Popular Visual Culture,English,Journal Article,"Masculinity, Visual Studies, Constitution of India",,Law,law,culture,Culture,2018
"Art, Cinema and Pop Culture",Queer Encounters: Film Festivals and the Sensual Circuits of European Cinema in India,2018,Navaneetha Mokkil,Studies In European Cinema,English,Journal Article,"Queer Film Festivals, Queer Spectatorship, European Art-House Cinema",,Culture,culture,queer movement,Queer Movement,2018
"Art, Cinema and Pop Culture","The Audacity of Pleasure: Sexuality, Literature and Cinema in India",2018,Brinda Bose,Three Essays Collective,English,Academic Book,"Sexuality, Literature, Cinema",,Desire,desire,culture,Culture,2018
"Art, Cinema and Pop Culture",F-rated: Being a Woman Filmmaker in India,2019,Nandita Dutta,Harper Collins,English,Non-Fiction,Women and Cinema,,Culture,culture,feminist politics,Feminist Politics,2019
"Art, Cinema and Pop Culture",The Muslim Other: Figures of Evil and Charisma in Popular Visual Culture in India,2019,Deepa Sreenivas,Tasveer Ghar--A Digital Archive of South Asian Popular Visual Culture,English,Journal Article,"Muslim Masculinity, Post-Independence India, Visual Studies",,Religion,religion,culture,Culture,2019
"Art, Cinema and Pop Culture",Masculinity in Sikh Visual Culture: Representing the Guru and the Martyr,2019,Kanika Singh,Tasveer Ghar--A Digital Archive of South Asian Popular Visual Culture,English,Journal Article,"Masculinity, Sikh, Visual Studies",,Religion,religion,identity,Identity,2019
"Art, Cinema and Pop Culture",Framing the Couple: Gender and Intimacy in Hindi Cinema: and Film Publicity during the 1950s,2019,Madhuja Mukherjee,Tasveer Ghar--A Digital Archive of South Asian Popular Visual Culture,English,Journal Article,"Gender in Cinema, Hindi Cinema, Visual Studies",,Culture,culture,desire,Desire,2019
"Art, Cinema and Pop Culture",Pahalwan Portraits: Manly Consumers of Physical Culture in Western India,2019,Namrata Ganneri,Tasveer Ghar--A Digital Archive of South Asian Popular Visual Culture,English,Journal Article,"Pahalwan Portraits, Masculinity, Visual Studies",,Identity,identity,culture,Culture,2019
"Art, Cinema and Pop Culture","Anxieties of Seeing: The Sensational World of Cinema, Digital Media and Politics",2019,Navaneetha Mokkil,BioScope: South Asian Screen Studies,English,Journal Article,"Women in Cinema, Kiss of Love Protest, Digital Media",,Activism,activism,culture,Culture,2019
"Art, Cinema and Pop Culture",Launda Dancer: Anyo Hijrer Bhinna Bhuban,2019,Niloy Basu,Anustup Publisher,Bengali,Monograph,"Launda Nach, Non-Metropolitan Queer Lives, Ethnography",,Culture,culture,lgbtq narratives,LGBTQ Narratives,2019
"Art, Cinema and Pop Culture",Filming the Line of Control: The Indo–Pak Relationship through the Cinematic Lens,2019,"Meenakshi Bharat, Nirmal Kumar (editors)",Routledge,English,Anthology,"Indo-Pak, Cinematic Representation, History, Film Studies",,Culture,culture,feminist politics,Feminist Politics,2019
"Art, Cinema and Pop Culture","Unruly Figures: Queerness, Sex Work, and the Politics of Sexuality in Kerala",2019,Navaneetha Mokkil,University of Washington Press,English,Academic Book,"Sex workers, Lesbian sexuality, Kerela",,Society,society,identity,Identity,2019
"Art, Cinema and Pop Culture","From Teen Kanya to Arshinagar: feminist politics, Bengali high culture and the stardom of Aparna Sen",2020,"Kaustav Bakshi, Rohit K. Dasgupta",Routledge,English,Book Chapter,"Aparna Sen, Bengali Cinema","Article contained in Popular Cinema in Bengal:
Genre, Stars, Public Cultures",Feminist Politics,feminist politics,culture,Culture,2020
"Art, Cinema and Pop Culture","Rituparno Ghosh, Performing Arts and a Queer Legacy: An Abiding Stardom",2020,Kaustav Bakshi ,Routledge,English,Book Chapter,"Rituparno Ghosh, Performing Arts, Queer Narratives","Article contained in Popular Cinema in Bengal:
Genre, Stars, Public Cultures",LGBTQ Narratives,lgbtq narratives,culture,Culture,2020
"Art, Cinema and Pop Culture",Reel and the Real: Portrayal of Gay men in Bollywood Films,2020,Himadri Roy,Atlantic Publishers,English,Academic Book,"Gay Men in Cinema, Media Representation",,Culture,culture,identity,Identity,2020
"Art, Cinema and Pop Culture","Gay Bombay: Globalization, Love and (Be)Longing in Contemporary India",2020,Parmesh Shahani,Sage Publication Pvt. Ltd.,English,Academic Book,"Sexual identity, Gay narratives, Urban India, Bombay",,Culture,culture,society,Society,2020
"Art, Cinema and Pop Culture","Queer Muslim Futures: A Collection of Visions, Utopias & Dreams",2021,"Reya Ahmed (illustrator), Maniza Khalid (writer and compiler)",The Queer Muslim Project,English,Booklet,Queer Muslim Narratives,,Religion,religion,lgbtq narratives,LGBTQ Narratives,2021
"Art, Cinema and Pop Culture","Staging Feminisms: Gender, Violence and Performance in Contemporary India",2021,Anita Singh,Routledge,English,Academic Book,"Violence, Gender, Performance, Power",,Violence,violence,culture,Culture,2021
"Art, Cinema and Pop Culture",Intimate City,2021,Manjima Bhattacharjya,Zubaan,English,Non-Fiction,"Sex Workers, Sexual Labour, Mumbai, Globalisation and Technology",,Development,development,technology,Technology,2021
"Art, Cinema and Pop Culture",Lady Doctors: Untold Stories of India's first women in Medicine,2021,Kavitha Rao,Westland Non Fiction,English,Non-Fiction,"Women in Medicine, History",,Feminist Politics,feminist politics,feminist historiography,Feminist Historiography,2021
"Art, Cinema and Pop Culture",K. Laxma Goud - In Black And White,2021,Ratna Rao Shekar (editor),,English,Art Book,"Sketches, Rural Telangana",,Society,society,culture,Culture,2021
"Art, Cinema and Pop Culture",Improvised Futures: Encountering the body in Performance,2021,Ranjana Dave (editors),Tulika Books,English,Academic Book,"Body, Perfomance, Resistance Politics",,Culture,culture,feminist politics,Feminist Politics,2021
