region,Latitude,Longitude,scatterLat,scatterLong,count,name,location,type,active,contact,programs,keywords,keyword2,keyword3,id,color
Mehgalaya,25.4670308,91.366216,25.2670308,91.266216,1,LGBTQIA Shillong,https://shillonglgbtqia.wordpress.com/,Community Organisation,,shillong.lgbtq@gmail.com,"1. Documentation and archival of LGBTQIA [plus] narratives.
2. Advocacy, meet-ups and discussions for the rights of LGBTQIA [plus] identifying persons.",Advocacy,LGBTQ rights,digital archive,196,#79A5AE
Mizoram,23.164543,92.9375739,23.164543,92.9375739,0,Lonestar Society,https://www.facebook.com/Lonestar-Society-Mizoram-104547524269789/,Non-profit Organisation,,,"1. Advocacy for the rights of Gender and sexual minorities (GSM)
2. Sensitisation programs and workshops",LGBTQ rights,Advocacy,gender sensitisation,197,#79A5AE
MP,22.9734229,78.6568942,22.9734229,78.6568942,0,Vanangana ,https://bundelkhand.in/vanangna,Community Organisation,2003,05198- 233731,1. Creating platforms that allow women to come together. 2. Centering the voices of dalit bahujan and adivasi women in community and civic affairs. 3. Ensuring implementation of state programs. ,Advocacy,Capacity Building,Research,198,#79A5AE
MP,22.9734229,78.6568942,22.7734229,78.5568942,1,"Women's Studies Department, Barkatullah Vishwavidyalaya",http://www.bubhopal.ac.in/1155/Women-Studies,Academic/ Research centre,,,Mphil in Women's Studies. Certificate Course in Old Age Care.,Education,Research,,199,#79A5AE
Mumbai,19.0759837,72.8776559,19.0759837,72.8776559,0,Vacha: Voices of Women & Girls ,https://vacha.org.in/,NGO,1987,communications@vacha.org.in,1.Girls' Resource centre: Organizing resource centre dor adolescent girls in their bastis for skill and personality development. 2. Youth Empowerment : Enhanced participation of youth in community life by increased social awareness and capacity building 3. Research and Training 4. Awareness Building: Adressing issues affecting girls right and  help increase their particpation in community and civic affairs.  ,Capacity Building,Advocacy,Gender Sensitisation,200,#79A5AE
Nagaland,26.1584354,94.5624426,26.1584354,94.5624426,0,"Women Studies Centre, Nagaland University",https://www.kohima.nagalanduniversity.ac.in/women,Academic/ Research centre,2007,nuwsckma@nagalanduniversity.ac.in,"1. Research work, documentation, and archival with a focus on women and literacy, customary laws,  women's rights and development, and Violence Against Women
2. Gender sensitisation programs, capacity building skill development trainings, and programs on women's rights
3. Translations into regional dialects and disseminations of  women's rights documents",Research,gender sensitisation,capacity building,201,#79A5AE
Nagaland,26.1584354,94.5624426,25.9584354,94.4624426,1,God is Love Ministry,https://www.facebook.com/godnl7/,Community Organisation,,nagaland.godislove@gmail.com,"1. Advocacy for the rights of LGBTQIA [plus] individuals
2. Community building
3. Sensitisation programs.",LGBTQ rights,Advocacy,gender sensitisation,202,#79A5AE
Nagaland,26.1584354,94.5624426,25.9584354,94.5124426,2,Guardian Angel,,NGO,,,"1. Advocacy for the rights of the LGBT community in Dimapur
2. Sensitisation programs",Advocacy,LGBTQ rights,gender sensitisation,203,#79A5AE
New Delhi,28.6139391,77.2090212,28.6139391,77.2090212,0,Centre for Women's Development Studies,https://www.cwds.ac.in/,Academic/ Research centre,1980,cwds@cwds.ac.in,"1. Research methodology course in Gender Across Social Science Disciplines, 2021
2. Orientation course in Region, Resources, and Gender Development, 2017, specially aimed at faculty members of Universities
3. Orientation course in Towards a Multidisciplinary Research in Social Sciences, 2015, specially aimed at SC/ST postgraduate students from the North Eastern region of India
4. Research Methodology and Training course in Addressing Exclusions: Approaching Gender, 2013, with a focus on inequalities and exclusions in the economic, political, social and cultural spheres. Course specially aimed at ST/ST candidates.
5. Research Training course in Women's Studies: Concepts and Debates, 2011
6. ICSSR post-doctoral fellowships in Women and Gender Studies
7. Networking and advocacy with a focus on gender sensitisation, unpaid care work, domestic work, safe migration, child care and women’s work.
8. Action research in Bankura and Medinipur with a focus on women empowerment and involvement in knowledge production
9. Research projects with a focus on Gender, law, labour, conflict, health, politics, citizenship, and violence
10. Re-presenting Indian Women 1875-1947: A visual documentary",Education,Research,capacity building,204,#79A5AE
Pitampura,28.69032276,77.13441996,28.69032276,77.13441996,0,Association for Transgender Health in India,https://www.athionline.com/,Non-profit Organisation,2018,write2athi@gmail.com,"1. Gender Friendly Healthcare Facility Initiative: Online certification course on Demystifying Gender, Orientation, Incongruence and Diversity, and related issues for healthcare providers and staff of healthcare facilities
2. Gender Friendly Educational Institution Initiative: Certificate course on Gender, Gender In-congruence, sexual orientation and diversity for educationists, teachers, parents, and social workers/scientists.
3. Indian Professional Association for Transgender Health: Professional arm of ATHI conducts conferences with the aim of Knowledge, Health, Empowerment and Mainstreaming transgender healthcare",Education,capacity building,,205,#79A5AE
Punjab,31.1471305,75.3412179,31.1471305,75.3412179,0,"Women's Studies Centre, Punjabi University",http://www.punjabiuniversity.ac.in/pages/Department.aspx?dsenc=94,Academic/ Research centre,2009,director@wscpedia.org,"1. Master of Arts in Women's Studies
2. Post-graduate diploma in Women and Child Development
3. Post-graduate diploma in Gender Studies",Education,Research,,206,#79A5AE
Punjab,31.1471305,75.3412179,30.9471305,75.2412179,1,Kashish Foundation,https://www.facebook.com/Kashish-Foundation-563136950369045/,Non-profit Organisation,,pehchan.kashish@gmail.com,"1. Targeted intervention for HIV and STI prevention and safe sex practices with MSM, Transgender people, and Hijra communities
2. Advocacy and campaigns for human rights and Health education ",HIV/AIDS prevention,LGBTQ rights,advocacy,207,#79A5AE
Punjab,31.1471305,75.3412179,30.9471305,75.2912179,2,Saksham Trust,https://www.facebook.com/SakshamTrustNGOChandigarh/,NGO,,,"1. Advocacy for the rights of Gender and Sexual minorities (GSM)
2. Awareness programs on STI and STDs",HIV/AIDS prevention,advocacy,,208,#79A5AE
Punjab,31.1471305,75.3412179,30.9471305,75.3412179,3,Mansa Foundation,https://www.facebook.com/mansafoundation2012,Community Organisation,2013,pehchan.mansa@gmail.com,Support and welfare services for the transgender community in Firozpur,Support services,LGBTQ rights,,209,#79A5AE
Rajasthan,27.0238036,74.2179326,27.0238036,74.2179326,0,"Women's Studies Centre, Banasthali Vidyapith",http://www.banasthali.org/banasthali/wcms/en/home/lower-menu/faculties/social-science/sociology/womenstudycentre.html,Academic/ Research centre,2005,wsrc.bv@gmail.com,"1. Post-graduate diploma in Women and Human Rights
2. Women Empowerment course under Master of Social Work
3. Foundation course for undergraduate students, titled Women in Indian Society
4. Compulsory interdisciplinary paper for postgraduate students, titled Women Studies
5. Counselling services
6. Workshops, conferences, and awareness programs with a focus on gender sensitisation, women's development, gender based violence, and human rights awareness",Education,gender sensitisation,support services,210,#79A5AE
Rajasthan,27.0238036,74.2179326,26.8238036,74.1179326,1,"Centre for Women's Studies, Birla Institute of Technology and Science",https://www.bits-pilani.ac.in/Pilani/centres,Academic/ Research centre,2005,,"1. Research project documenting women empowerment programs in Sekawati region, Rajasthan
2. Advocacy and research programs on developing gender-friendly technology",Advocacy,Research,,211,#79A5AE
Rajasthan,27.0238036,74.2179326,26.8238036,74.1679326,2,"Centre for Women's Studies, Jai Narain Vyas University",https://www.facebook.com/CWS.JNVUJodhpur/about/?ref=page_internal,Academic/ Research centre,,,"Post-graduate diploma in Gender Studies with a focus on Gender studies, Women in Politics and Governance, Issues in Women's empowerment, and Women and law",Education,Research,,212,#79A5AE
Rajasthan,27.0238036,74.2179326,26.8238036,74.2179326,3,"Centre for Gender Studies, National Law University",http://www.nlujodhpur.ac.in/gender.php,Academic/ Research centre,,nlu-jod-rj@nic.in,"1. Post-graduate diploma in Gender studies
2. Advocacy for capacity building, workshops on gender sensitisation and gender legislations
3. Research projects and public lecture series on women's empowerment and gender justice.",Education,capacity building,advocacy,213,#79A5AE
Rajasthan,27.0238036,74.2179326,26.8238036,74.2679326,4,"Centre for Women's Studies, Mohanlal Sukhadia University",https://cfws.mlsu.ac.in/,Academic/ Research centre,1988,,"1. Certificate course in Women and Legal Rights
2. Undergraduate course in Gender Studies and Community Development
3. Capacity building workshops
4. Advocacy and programs on gender justice, gender sensitisation, community development, and women's empowerment",Education,capacity building,advocacy,214,#79A5AE
Rajasthan,27.0238036,74.2179326,26.8238036,74.3179326,5,"Centre for Women's Studies, University of Rajasthan",https://www.uniraj.ac.in/#,Academic/ Research centre,,,"1. Seminars, workshops, conferences, information dissemination, training, and consultancy with a focus on Gender sensitisation, equality, and gender justice
2. Research",Research,capacity building,gender sensitisation,215,#79A5AE
Rajasthan,27.0238036,74.2179326,26.8238036,74.3679326,6,Mahila Jan Adhikar Samiti,https://mahilajanadhikar.org/,NGO,2000,mahila.janadhikar@gmail.com,"1. Young Women Leadership Development program: empowering young women through education in technology, sports, and new media. 
2. Capacity building programs with a focus on women's safety and gender equality
3. Advocacy, awareness campaigns, and intervention against Violence Against Women and Children, child marriage, and witch hunting
4. Addressing Child Sexual Abuse and training adolescent individuals on child rights to education and protection
5. Strengthening Panchayati Raj Institutions and Women's Leaderships in local Self Governance Systems through capacity building training projects
6. Research and advocacy for health and nutrition rights of women and children",Women's rights,Research,Capacity building,216,#79A5AE
Rajasthan,27.0238036,74.2179326,26.8238036,74.4179326,7,Nai Bhor Sanstha ,https://www.facebook.com/naibhor.sanstha/,NGO,,naibhor.sanstha@gmail.com,"1. Support and welfare services for the transgender community
2. Garima Greh: a shelter home for transgender persons in distress",Support services,LGBTQ rights,,217,#79A5AE
Rajasthan,27.0238036,74.2179326,26.8238036,74.4679326,8,Jaipur Pride Community,https://www.instagram.com/jaipurpridecommunity/?hl=en,Community Organisation,2019,,"1. Support services for the queer community in Jaipur
2. Meet-ups, movie screenings, discussions, and webinars on queer rights",Support services,LGBTQ rights,,218,#79A5AE
Rajasthan,27.0238036,74.2179326,26.8238036,74.5179326,9,Sambhali Trust,https://www.sambhali-trust.org/projects/sambhali-garima-project/index.html,Non-profit Organisation,2007,info@sambhali.org,"1. Women Empowerment centres for educational support and vocational skill development training
2. Awareness programs and workshops on Gender Based Violence and Sexual Abuse
3. Relief work and emergeny helpline services for women in distress",Education,Women's rights,support services,219,#79A5AE
Rajasthan,27.0238036,74.2179326,26.8738036,74.0679326,10,Nai Bhor Sanstha ,https://www.facebook.com/naibhor.sanstha/,NGO,NA,naibhor.sanstha@gmail.com,Collaborate with NACO programs for HIV Awareness in rural districts of Rajasthan,Advocacy,HIV/AIDS Prevention,LGBTQ Rights,220,#79A5AE
Rajasthan,27.0238036,74.2179326,26.8738036,74.1179326,11,"UGC Women's Studies Centre, Mohanlal Sukhadia University",https://cfws.mlsu.ac.in/,Academic/ Research centre,1988,,"UG Gender Studies and Community Development Course and Certificate Course ""Women and Legal Rights"". Thrust areas of Research 1.Women’s empowerment.
2. Marginalization of women.
3.Critical analysis of stereotypes.
4. Strengthen existing knowledge and build new knowledge on ‘Women in Indian Perspective’ (to address current and future challenges).
5. Organizing camps for rural and tribal women to make them aware of health and hygiene.
6.Community development with a gender perspective.
7.Measures to strengthen Urban/Rural linkage and tribal development.
8. Conduct evidence-based research on ‘Women and Economic Development",Education,Research,,221,#79A5AE
Rajsamand,27.0238036,74.2179326,26.8738036,74.1679326,12,Mazdoor Kisan Shakti Sangathan(MKSS),http://mkssindia.org/,Collective,1990,mkssrajasthan@gmail.com,"Movement for Right To Information, Implementation of Mahatma Gandhi Rural Employment Guarantee Scheme",Advocacy,,,222,#79A5AE
Santiniketan,22.9867569,87.8549755,22.9867569,87.8549755,0,"Centre for Women's Studies, Vidhya-Bhavana, Visva Bharati University",http://visvabharati.ac.in/CentreforWomensStudies.html,Academic/ Research centre,2009,cwsvb14@gmail.com,"1. Integrated Master of Philosophy and Doctor of Philosophy in Gender and Development with special focus on feminist thoughts, Gender, family, and work, Gender, Health, and Education, and Women, Environment, Religion, and Media, Women in Ancient India, and Women in Literature
2. Research work, public lectures, and workshops on Gender sensitisation and awareness on Violence Against Women
3. Extention programs with other organisations on women's issues",Education,Research,women's rights,223,#79A5AE
Sikkim,27.5329718,88.5122178,27.5329718,88.5122178,0,Rainbow Hills Association,https://www.facebook.com/RainbowHillsAssociation/,Community Organisation,,rainbowhills19@gmail.com,Advocacy and campaigns for queer rights,LGBTQ rights,Advocacy,,224,#79A5AE
Tamil Nadu,11.1271225,78.6568942,11.1271225,78.6568942,0,,,,,,,,,,225,#79A5AE
Tamil Nadu,11.1271225,78.6568942,10.9271225,78.5568942,1,Orinam,http://orinam.net/,Collective,2003,http://orinam.net/contact/,1. Resource section for learning about lgbtqia+ in the Indian milieu. 2. Blog Featuring narratives from LGBTQIA+ people. 3. The 377 archives- Various documented sources related to section 377. 4. Chennai Pride: Information and event updates on the Chennai Pride.,LGBTQ Rights,Advocacy,Digital Archive,226,#79A5AE
Tamil Nadu,11.1271225,78.6568942,10.9271225,78.6068942,2,Sahodharan,http://www.sahodaran.org/,Service Provider,1998,sahodaranchennai@gmail.com,"1. Targeted Intervention: The services include-
Identifying and reaching out to the community
Distributing condoms, lube, and educating them about safer sex to the individuals
Access to confidential STD testing and diagnoses
Counselling Services
Treatment and care
Psychoeducation
Health Camp
Nutrition and Diet ",Support Services,HIV/AIDS Prevention,Sex Workers.,227,#79A5AE
Tamil Nadu,11.1271225,78.6568942,10.9271225,78.6568942,3,Nirangal,https://nirangal.ngo/our-network/,NGO,2012,nirangal.india@gmail.com,"Projects for advocacy and awareness campaigns, particularly those relating to sexual orientation or gender identity (SOGI) issues.",Advocacy,Sex Workers,,228,#79A5AE
Tamil Nadu,11.1271225,78.6568942,10.9271225,78.7068942,4,,,,,,,,,,229,#79A5AE
Tamil Nadu,11.1271225,78.6568942,10.9271225,78.7568942,5,Madras Institute of Development Studies ,https://www.mids.ac.in/,Academic/ Research Centre,1977,office@mids.ac.in,"MIDS offers Doctoral Programs. The areas primary areas of research are as follows, 1. Economic Modelling and Public Finance
2. Employment, Skill Formation and Labour Markets
3. Natural Resources, Ecology: Economics and Political Economy
4. Poverty, Inequality and Discrimination
5. Caste, Gender and Sexuality Studies
6. Social Movements and Social Transformation
7. Social Sector Policies and Outcomes
8. Social Theory
9. Social and Cultural History
10. Political Institutions, Governance and Decentralisation
11. Sectoral Studies on Agriculture, Industry and Infrastructure and Value Chain Dynamics
12. Contemporary Urban: Economy, Governance and Politics
13. Dynamics of Rural Transformations and Rural - Urban Linkages",Education,Research,,230,#79A5AE
Tamil Nadu,11.1271225,78.6568942,10.9271225,78.8068942,6,Centre For Women's Studies,https://alagappauniversity.ac.in/modules/Academics/faculty-of-arts/school-of-social-sciences/Centre-for-Womens-Studies.php,Academic/ Research Centre,NA,NA,"Certificate Course in Beauty Therapy, Certificate Course in Gender Studies, Certificate course in Guidance and Counselling and Certificate course in NGOManagement. ",Education,Capacity Building,,231,#79A5AE
Tamil Nadu,11.1271225,78.6568942,10.9271225,78.8568942,7,Avinashilingam Institute for Home Sciences and Higher Education for women,https://avinuty.ac.in/maincampus/tempp/cws/Index.html,Academic/ Research Centre,NA,kasthuri_ext@avinuty.ac.in,"The major areas of research include: (a) Accessibility and Utilization of Basic Services rendered to Women of SC community to meet out their Rights     and Entitlements.
(b) Health care 
(c) Nutritional aspects such as breast feeding, food supplementation, nutrition and health education 
(d) Exercise and physical fitness of adolescent girls 
(e) Entrepreneurship development 
(f) Impact of women studies co-curricular programme 
(g) Women and employment",Education,Research,Women's Rights,232,#79A5AE
Tamil Nadu,11.1271225,78.6568942,10.9271225,78.9068942,8,"Bharathidasan University,",https://www.bdu.ac.in/schools/social-sciences/womens-studies/,Academic/ Research Centre,2005,dws@bdu.ac.in,"MA, Mphil and PhD in Gender Studies. Certificates, Diploma and PG Diploma Programmes in Life skills and management, Certificates, Diploma and PG Diploma Programmes in Micro and small enterprise development",Education,Research,Capacity Building,233,#79A5AE
Tamil Nadu,11.1271225,78.6568942,10.9271225,78.9568942,9,"Department and Centre for women's studies, Mother Teresa Women's University",https://www.motherteresawomenuniv.ac.in/CWS.html,Academic/ Research Centre,1999,NA,"MA in Women's Studies. Mphil and PhD. Certificate courses in Web Designing and Video editing. A minor (Common paper) in Women's Empowerment. The Department also conducts outreach programmes for rural public, livelihood training, awareness programmes and entrepreneurship trainings.",Education,Research,Capacity Building,234,#79A5AE
Tamil Nadu,11.1271225,78.6568942,10.9771225,78.5068942,10,"Centre For Women's Studies, Lady Doak College",https://www.ladydoakcollege.edu.in/cws.html,Academic/ Research Centre,1989,NA,"Foundation Course in Women's Studies (Separately for UG and PG Students. Perspectives on Gender, Gender, Development and Health, Women, Dignity and Legal protection, Short film making, Biblical Perspectives on Gender, Biblical Perspective on Women.",Education,Research,,235,#79A5AE
Tamil Nadu,11.1271225,78.6568942,10.9771225,78.5568942,11,"Department of Women's Studies, University of Madras",https://www.unom.ac.in/index.php?route=department/department/about&deptid=79,Academic/ Research Centre,2013,NA,"Offers MA, Mphil and a PhD in Women's Studies",Education,Research,,236,#79A5AE
Tamil Nadu,11.1271225,78.6568942,10.9771225,78.6068942,12,"Women's Studies Centre, Periyar University ",https://www.periyaruniversity.ac.in/centre/cws/,Academic/ Research Centre,2011,puwscdirector@gmail.com,"The department offers certificate course in association with other departments in the following fields. 1. Women and Entrepreneurship Practice, 2.  Women and Life management Practicals, 3. Gender Sensitization Practical, 4. Adobe Workshop, 5. Statistics using Software Packages, 6. Soft skills",Capacity Building,Education,Research,237,#79A5AE
Tamil Nadu,11.1271225,78.6568942,10.9771225,78.6568942,13,"Department of Women's Studies, Bharatiar University",https://b-u.ac.in/52/department-womens-studies,Academic/ Research Centre,2004,NA,"MA in Women's Studies, Mphil in Women's Studies, PhD in Women's Studies. PG Diploma in Women Entrepreneurship. The Department specializes in Women Empowerment, Women and Child Welfare, Women and Child Rights, Gender Sensitization, Gender Budgeting and Gender Audit, awareness on Sexual Harassment of Women at Workplace (Prevention,  Prohibition and Redressal ) Act 2013, Internal Committee (IC), Gender  Equity Vs Gender Equality. ",Education,Research,,238,#79A5AE
Tamil Nadu,11.1271225,78.6568942,10.9771225,78.7068942,14,"Women's Studies Centre, Madurai Kamraj University",https://mkuniversity.ac.in/new/centre/wsc/pgm_offer.php,Academic/ Research Centre,2009,,MA in Women's Studies. ,Education,Research,,239,#79A5AE
Telangana,18.1124372,79.0192997,18.1124372,79.0192997,0,Prajwala,https://www.prajwalaindia.com/,NGO,1996,https://www.prajwalaindia.com/contactus.html,"work on Sex trafficking, Rescue and Rehabilation ",Support Services,Sexual Abuse Prevention,Advocacy,240,#79A5AE
Telangana,18.1124372,79.0192997,17.9124372,78.9192997,1,Anveshi: Research centre for Women's Studies,https://www.anveshi.org.in/,Academic/ Research Centre,1985,91 40 27153690,"They have offered short courses on introduction to Women's studies and Queer Studies. Thrust areas of research include 1.Dalit Studies
2. Minorities Studies
3. Health and Health Care Systems
4. Migration and Urban Spaces
5. Public Domain and Outreach
6. Law and Critical Legal Theory
7. Education
8. Critical Development Studies
",Research,Advocacy,Education,241,#79A5AE
Telangana,18.1124372,79.0192997,17.9124372,78.9692997,2,Shaheen Women's Resource and welfare centre,https://shaheencollective.org/,NGO,2002,info@shaheencollective.org,1. Means to Economic Empowerment of women in the local community. 2. Anti trafficking advocacy and activism 3. Health awareness among women and young and adolescent girls. 4. Unity in Diversity : Emphasis on Communal harmony.,Advocacy,Women's Rights,,242,#79A5AE
Telangana,18.1124372,79.0192997,17.9124372,79.0192997,3,Pause For Perspective,http://hyderabadpsychologist.com/,Service Provider,NA,pause.perspective@gmail.com,"1. Counselling services for adults, children and organizations. 2. Workshops and Programs. 3. Group Therapy.",Mental Health,Support Services,Capacity Building,243,#79A5AE
Telangana,18.1124372,79.0192997,17.9124372,79.0692997,4,"Council For Social Development, Hyderabad",http://www.csdhyd.org/,Academic/ Research Centre,1967,admin@csdhyd.org,"Doctoral Program in Women's Studies and Social Sciences Through TISS. It also offers courses on Research Methodology, Proposal Writing, Academic writing for academics and people working in the development Sector. ",Education,Research,,244,#79A5AE
Telangana,18.1124372,79.0192997,17.9124372,79.1192997,5,"School of Gender Studies, TISS (Hyderabad Campus",https://www.tiss.edu/view/6/hyderabad-campus/school-of-gender-studies/about-school-of-gender-studies/,Academic/ Research Centre,2004,NA,"The Centre offers MA, Mphil and Phd courses in Women's Studies. Focus areas include Health, Development, Migration, Caste, Sexuality and Law. A key Field Action project of the School is the Sakhi One Stop Centres, set up in all 33 districts of the state of Telangana, for providing a range of services to women and girls affected by different forms of gender-based violence.",Support Services,Education,Research,245,#79A5AE
Telangana,18.1124372,79.0192997,17.9124372,79.1692997,6,"Centre for Women's Studies, University of Hyderabad",https://centres.uohyd.ac.in/cws/,Academic/ Research Centre,2007,sheelas@uohyd.ac.in,"The Centre offers MA and PhD in Gender Studies. The thrust areas in which it works are as follows 1. Women’s Education
2.Globalization and New Economic Policy
3.Women and Governance
4. Women’s issues ( Private and Public) 5.Women and Violence (Private and Public)
6.Women’s Writing and Literature
7. Feminist Theory and Methods
8. Women, Media and Information technology
9. Women and Development
10. Women and Environment
11. Women’s History,  12. Women & Science",Women's Rights,Education,Research,246,#79A5AE
Telangana,18.1124372,79.0192997,17.9124372,79.2192997,7,"Centre for Women's Studies, Osmania University",https://www.osmania.ac.in/research-rnt.php#,Academic/ Research Centre,1997,NA,"1. Capacity building and awareness through organising seminars, workshops, extension lectures. 2. Collaboration with other women's studies centres to encourage women-focused research schemes and activities",Research,Education,,247,#79A5AE
Telangana,18.1124372,79.0192997,17.9124372,79.2692997,8,"Centre For Women's Studies, MANUU",https://manuu.edu.in/University/Centre/CWS/Profile,Academic/ Research Centre,2005,cws@manuu.edu.in,"Centre undertakes programs to work for the empowerment of Urdu speaking women, through teaching, research, training and advocacy.
Create space for women to come together, and work for the upliftment of Women Community
Facilitate gender analysis on critical issues",Education,Research,Advocacy,248,#79A5AE
Tripura,23.9408482,91.9881527,23.9408482,91.9881527,0,"Women's Studies Centre, Tripura University",tripurauniv.ac.in/Page/WomenStudyCentre,Academic/ Research centre,2006,0381-2379135 (O),"1. Post-graduate diploma course on Women's Studies
2. Research, documentation, and seminars of women's narratives, Violence Against Women, and Women's Rights, Women and Health and Gender Empowerment
3. Advocacy and awareness campaigns on gender sensitisation, women's rights, and skill development training programs for women",Education,research,advocacy,249,#79A5AE
Uttar Pradesh,26.8467088,80.9461592,26.8467088,80.9461592,0,The YP Foundation,https://theypfoundation.org/,Community Organisation,2002,info@theypfoundation.org,"1. Feminist and Adolescent Youth-led Action: Comprehensive Sexuality Education (CSE) and Sexual and Reproductive Health and Rights (SRHR) awareness program 
2. Know Your Body, Know Your Rights: CSE on issues of health, sexuality and human rights
3. Learning Communities: Adolescent Girls' Leadership program
4. Mardon Wali Baat: systematic reflection, dialogue, and action around masculinity and Gender Based Violence (GBV)
5. Safe Abortion for Everyone (SAFE): Facilitationg research work and and advocacy for comprehensive abortion services in India
6. The Access Project: evidence generation and training programme that works towards advocating for young people’s right to quality health services without judgement, stigma and age related barriers.",Sexual and Reproductive Health,research,advocacy,250,#79A5AE
Uttar Pradesh,26.8467088,80.9461592,26.6467088,80.8461592,1,Sayfty: Empowering Women Against Violence,https://sayfty.com/,Non-profit Organisation,2013,team@sayfty.com,"1. SafeUnsafe Touch: Educational and awareness raising workshop on child sexual abuse
2. 16 Days of Activism Against Gender Based Violence: Yearly intrernational campaign to adress GBV
3. Self Defence workshops, advocacy and social media campaigns for gender equality and safe space.",Sexual abuse prevention,advocacy,,251,#79A5AE
Uttar Pradesh,26.8467088,80.9461592,26.6467088,80.8961592,2,Joint Women's Programme,https://www.jwpindia.org/,Non-profit Organisation,1977,0124 405 3370,"1. Women, Children, and Fundamental Rights: Project Mera Sahara
2. Education: campaigns for free, mandatory primary education for all children in slums and rural areas
3. Health: Focus on awareness programs, capacity building, and community-based responses
4. Women in Decision Making: Advocacy for women's rights and laws, training women for political leadership
5. Gender sensitisation programs, skill training, and basic law awareness programs
6. Action Against (gender based) Violence",Education,capacity building,gender sensitisation,252,#79A5AE
Uttar Pradesh,26.8467088,80.9461592,26.6467088,80.9461592,3,"Institute of Women's Studies, University of Lucknow",https://udrc.lkouniv.ac.in/Department/DepartmentDetail/History?dept=47&cd=MwAxADAA,Academic/ Research centre,1997,archana.kshitish@gmail.com,"1. Master of Arts in Women's Studies
2. Post-graduate diploma in garbh sanskar with a focus on pregnancy, pre and post natal care, diet yoga, human physiology, and issues related to couplehood and family
3. Six months certificate course in Garbh Sanskar
4. Capacity building training programs, gender sensitisation workshops, campaigns and awareness programs on gender and development
",Education,capacity building,gender sensitisation,253,#79A5AE
Uttar Pradesh,26.8467088,80.9461592,26.6467088,80.9961592,4,"Centre for Law on Gender and Sexuality, Delhi Metropolitan Education, Guru Gobind Singh Indraprastha University",https://www.facebook.com/groups/2015923748660057,Academic/ Research centre,2018,lawgendersexuality@dme.ac.in,"1. Awareness campaigns on consent, gender sensitisation programs
2. Research work on feminist jurisprudence and criminal justice system.
3. Lecture series on laws on gender and sexuality",Research,gender sensitisation,,254,#79A5AE
Uttar Pradesh,26.8467088,80.9461592,26.6467088,81.0461592,5,"Advanced Centre for Women's Studies, Aligarh Muslim University",https://www.amu.ac.in/department/centre-for-women-s-studies,Academic/ Research centre,2001,"amucws@gmail.com , director.cws@amu.ac.in","1. Bachelor of Arts (Honours) in Women's Studies
2. Master of Arts in Women's Studies
3. Doctor of Philosophy in Women's Studies
4. Advocacy, awareness campaigns, and seminars on gender sensitisation, women empowernment, gender justice, and programs adressing gender based violence
5. Research projects with a focus on Gender and Development, Human rights, Media and Gender studies, History, Language, and Women's issues",Education,capacity building,gender sensitisation,255,#79A5AE
Uttar Pradesh,26.8467088,80.9461592,26.6467088,81.0961592,6,"Centre for Women's Studies, University of Allahabad",https://www.allduniv.ac.in/centre-institute/centre-for-women-s-studies,Academic/ Research centre,2010,cwsalld@gmail.com,"1. Master of Arts in Women's Studies
2. Three months certificate course in Understanding Gender
3. Outreach programs, workshops, research projects, and lecture series with a focus on women's studies",Education,Women's rights,capacity building,256,#79A5AE
Uttar Pradesh,26.8467088,80.9461592,26.6467088,81.1461592,7,"Centre for Women's Studies and Development, Banaras Hindu University",https://www.bhu.ac.in/social_sciences/cwsd/,Academic/ Research centre,1997,0542-230-7433,"1. Post-graduate diploma in Gender and Women's Studies with a focus on History in Women's Movement, Theories of Feminism, Feminist Methodology, and Women in Literature and Culture
2. Refresher course in Women's studies for teachers
3. Refresher course in Women's studies for research scholars
4. Health check-up camps, literary and legal awareness programs
5. workshops, seminars, and training programs with a focus on gender sensitisation, capacity building, and gender equality",Education,Research,capacity building,257,#79A5AE
Uttar Pradesh,26.8467088,80.9461592,26.6467088,81.1961592,8,"Amity Institute of Social Science, Amity University, Noida campus",https://www.amity.edu/course-list.aspx?fd=Social%20Science&Programs=Post%20Graduate,Academic/ Research centre,,91(0)-120-4392521,Master of Arts in Gender Studies,Education,Research,,258,#79A5AE
Uttar Pradesh,26.8467088,80.9461592,26.6467088,81.2461592,9,Led By Foundation,https://www.ledby.org/,Non-profit Organisation,2020,akshat@ledby.org,"1. LedBy Her Annual Fellowship Program: Five months Leadership program for college going Indian Muslim Women
2. LedBy Accelerator: One year program for Indian Muslim Women with a focus on enabling young women to accelerate their career journey
3. Capacity building events and workshops for Indian Muslim Women on professional development and leadership",Education,women's rights,capacity building,259,#79A5AE
Uttar Pradesh,26.8467088,80.9461592,26.6967088,80.7961592,10,Bharosa Trust,,Non-profit Organisation,2000,,"1. Targeted intervention for Men who have Sex with Men (MSM) on safe sex practices and HIV and STI prevention 
2. Campaigns with special focus on Human Rights and Health Education",HIV/AIDS prevention,sexual and reproductive health,,260,#79A5AE
Uttar Pradesh,26.8467088,80.9461592,26.6967088,80.8461592,11,"The SNU Queer Collective, Shiv Nadar University",https://www.facebook.com/snuqc/,Community Organisation,2015,snuqc@snu.edu.in,Advocacy and campaigns for queer rights,Advocacy,LGBTQ rights,,261,#79A5AE
