region,name,location,type,activeSince,contact,programs,keywords,comments,lat,lng
Maharashtra,Ghar (Gay housing assistance and resource),https://www.facebook.com/groups/ghar.mumbai/,LGBT collective,2004,,NA,"LGBTQ, Housing, Advocacy",Active on facebook with a resource directory for people from lgbt community who are looking for accomodation in Urban spaces mostly,19.405779,75.70204
Rajasthan,Nai Bhor Sanstha,https://www.facebook.com/naibhor.sanstha/,NGO,NA,naibhor.sanstha@gmail.com,Collaborate with NACO programs for HIV Awareness in rural districts of Rajasthan,"LGBTQ, NGO, Advocacy",Nai Bhor is the only organization in Rajasthan that for legal and social protection of LGBTQ population. There are multiple Target Intervention Projects run by government under NACO funds.,26.950688,73.786591
Rajasthan,Mazdoor Kisan Shakti Sangathan(MKSS),http://mkssindia.org/,People's Movement,1990,mkssrajasthan@gmail.com,"Movement for Right To Information, Implementation of Mahatma Gandhi Rural Employment Guarantee Scheme","RTI, Rural Development, Advocacy",Played a pivotal role in passing the RTI act,26.950688,73.786591
Gujarat,Lakshay Trust,http://www.lakshya-trust.org/who-we-are/about-lakshya,NGO,2000,lakshyatrustrajkot@yahoo.com,"HIV Aids Outreach Program, Distribution of IF, Condom Promotion, STI Care Health Camps, Counselling , Needs Assessment study","NGO, Advocacy, HIV/AIDS Awareness, MSM",,23.361661,71.64895
Maharashtra,Human Rights Law Network,https://2019.hrln.org/,Law firm,1989,contact@hrln.org,"Anti trafficking and anti slavery initiative, Campaign against Acid Attack, Campaign against Sexual Harrasment, Childs right initiative, Covid19, Criminal Justice Initiative Right to food Initiative, Right to Education Initiative, Right to Education Initiative, Right to Reproductive rights initiative etc.","Anti trafficking, Gender based violence, Law, Gender",They Run an initiative called Humjinsi which is about protection of the rights of sexual minority in the country,19.405779,75.70204
Maharashtra,SANGRAM,https://www.sangram.org/,NGO,1992,info@sangram.org,1. Vidrohi Mahila Manch: Works with women and children facing violence 2. VAMP: Collective of sex workers in Maharashtra and North Karnataka. 3. Collective of Male and Trans Sex workers 4. Nazariya: Works with Muslim Women at grassroot level. 5. Mitra: Collective of Children of sex workers. 6. Sangram Plus: Support group for HIV Positive women in Maharashtra 7. CBM: Community based Monitoring Program,"Sex Work, Law, Health, Education, Training, HIV/AIDS Awareness",Here's a link to the resources section of the organization https://www.sangram.org/sangram-resources,19.405779,75.70204
Goa,Goa Rainbow Trust,https://www.facebook.com/grtgoa/,LGBTQ Collective,NA,goarainbowtrust@gmail.com,NA,"LGBTQ, Advocacy",,15.353196,74.104396
,Men Against Violence and Abuse (MAVA),http://www.mavaindia.org/,NGO,1993,mavamumbai@gmail.com,Gender sensitization and training program among young men,"Men and Masculinity, Gender, Advocacy",,,
Maharashtra,Solidarity and Action Against the HIV Infection in India (SAATHII),https://saathii.org/about-saathii/,NGO,2002,info@saathii.org,"1. Technical Operational and Financial assistance to strengthen and expand access to HIV/AIDS, Maternal and childs health, Legal and social prptection. 2. Advocacy for increased attention and political commitment on Public Health, Implementation of Supreme Court Rulings and acts such as HIV/AIDS Acts. 3. Knowledge transfer and sharing of science, law policy and advocacy updates 4. Networking to bring people from multiple sectors together and foster collaboration.","HIV/AIDS, NGO, Law, Maternal and Child's Health, Advocacy",,19.405779,75.70204
Gujarat,Self Employed Women's Association(SEWA),https://www.sewa.org/,Trade Union,1972,mail@sewa.org,"Sewa Bank, Health care, Child Care, Insurance, Legal Services, Capacity Building, Housing, Video Sewa, Research Training, SEWA Co-operative federation.","Micro-finance, SHG, Rural Development",,23.361661,71.64895
Gujarat,Vikalp Women’s Group,https://vikalpwomensgroup.wordpress.com/,NGO,1996,vikalpwomensgroup@gmail.com,"Violence against women and access to justice- Women's Court, Sexuality- Crisis Intervention and shelter, Initiating meets with family, Exposure visits. Economic- Sakhi Sangathan groups, Micro Finance literacy.","Violence against Women, Gender based Violence, Intervention, Advocacy",,23.361661,71.64895
,Rising Flame,https://risingflame.org/,NGO,2017,team@risingflame.org,1. Holding Space: Deconstructing Disability experiences and navigating ableism in therapeutic spaces. 2. Swarna Jyoti: A leadership Program. 3. SWA: Rural Fellowship program for youth with disability. 4. Empower to rise program for youth with disability (2021) 4. Spotlight: A media fellowship. 5. I can Lead: National leadership program for women with disabilities.,"Gender, Disability, Body, Advocacy",,,
Maharashtra,Point of View,https://pointofview.in/,NGO,1996,info@pointofview.org,"1. Gender. Sex. Tech: To equip women, Girls, queers and trans person to freely inhabit digital spaces. 2. Engendering conversation about disability and sexuality through zines, workshops etc.","Technology, Digital spaces, Advocacy",,19.405779,75.70204
Mumbai,Vacha: Voices of Women & Girls,https://vacha.org.in/,NGO,1987,communications@vacha.org.in,1.Girls' Resource centre: Organizing resource centre dor adolescent girls in their bastis for skill and personality development. 2. Youth Empowerment : Enhanced participation of youth in community life by increased social awareness and capacity building 3. Research and Training 4. Awareness Building: Adressing issues affecting girls right and help increase their particpation in community and civic affairs.,"NGO, Advocacy, Activism, gender",(Resource centre for Girls),19.131577,72.891418
Maharashtra,Umang,https://www.facebook.com/umanglbt/,LBT Collective,2009,umanglbt@gmail.com,NA,"Queer Collective, Advocacy",,19.405779,75.70204
Maharashtra,"Transgender Welfare, Equity, and Empowerment Trust (TWEET) Foundation",https://tweetindia.org/,Community Based Organisation,2015,9953911270,"Advocacy for trans rights, capacity building programs, helpline and health services for Transgenders in India","NGO, Advvocacy, Trangender rights",,19.405779,75.70204
Maharashtra,Krantijyoti Svitribai Phule Women's Studies Centre,http://www.unipune.ac.in/snc/womens_studies_centre/default.htm,Academic Centre,1987,wsc@unipune.ac.in,"MA in Gender, Culture and Development Studies, Mphil in Gender/Women's Studies, Post Graduate Interdiscplinary Diploma in gender, Culture and Development , Post Graduate Interdiscplinary Certificate course in Women's Studies. Interdiscplinary Diploma in Gender","Education, Gender, Sexuality, Research",,19.405779,75.70204
Maharashtra,"Department of Gender and Women's Studies, Sant Gadge Baba Amravati University",https://www.sgbau.ac.in/departments/GenderAndWoman/Default.aspx,Academic Centre,2010,reg@sgbau.ac.in,"MA in Gender and Women's Studies. Thrust areas of research include Gender and Higher education, Family, Kinship, Gender and Literature, Gender and Development","Education, Gender, Sexuality, Research",,19.405779,75.70204
Maharashtra,"the Centre for Women's Studies and Development, RTM University",https://www.nagpuruniversity.ac.in/index.php/otherdepartment/Contentpage/index/Ri94bXErSUpWZjlQWlZYTzZ3PT0%3D/RlBrcXZ1cEdTZnhTWlZRPQ%3D%3D/en,Academic Centre,2005,svdesh@gmail.com,PG Diploma in Women's Studies. The Department undertakes its own research projects by its staff on some relevant issue around Nagpur that will through light on the condition of women and also suggest measures for remedy. For instance a study of urban or rural poverty in Nagpur and its effects on the lives of women.,"Education, Gender, Research",,19.405779,75.70204
Maharashtra,SNDT Women's University,https://sndt.ac.in/programmes/master-degree-courses/ma-in-womens-studies,Academic Centre,,rcws@sndt.ac.in,"MA, PhD in Women's Studies","Education, Gender, Research",SNDT Women's Studies centre was the first Women's Studies centre in the country Chaired by Maithreyi Krishnaraj,19.405779,75.70204
Maharashtra,"Advanced Centre for women's studies, TISS(Mumbai campus)",https://www.tiss.edu/view/6/mumbai-campus/school-of-development-studies/advanced-centre-for-womens-studies/about-us-25/,Academic Centre,2011,acws@tiss.edu,"MA, Mphil and PhD in Women's Studies. Thrust areas of research include1. Labour and Migration
2. Caste and Sexuality
3. Gender-based Violence
4. Feminist Methodologies and Ethics
5. Feminist Science and Technology Studies
6. Feminist Approaches to Health
7. Feminist Disability Studies
8. Women and Law -Child Rights
9. Violence Against Women
10. Caste, Class, Gende","Education, Gender, Sexuality, Research",,19.405779,75.70204
Maharashtra,"Tarabai Shinde Women's Studies Centre, Dr. Babasaheb Ambedkar Marathwada University",http://www.bamu.ac.in/ts-wsc/AboutWomensStudyCenter/AboutStudyCentre.aspx,Academic Centre,2005,director.wsc@bamu.ac.in,"MA in Women's Studies, PG Certificate Course in Women's Studies, The Centre also conducts seminars, workshops and Conferences at intra-university level. ( Also publishes academic work in Marathi)","Education, Gender, Sexuality, Research",,19.405779,75.70204
Rajasthan,"UGC Women's Studies Centre, Mohanlal Sukhadia University",https://cfws.mlsu.ac.in/,Academic Centre,1988,,"UG Gender Studies and Community Development Course and Certificate Course ""Women and Legal Rights"". Thrust areas of Research 1.Women’s empowerment.
2. Marginalization of women.
3.Critical analysis of stereotypes.
4. Strengthen existing knowledge and build new knowledge on ‘Women in Indian Perspective’ (to address current and future challenges).
5. Organizing camps for rural and tribal women to make them aware of health and hygiene.
6.Community development with a gender perspective.
7.Measures to strengthen Urban/Rural linkage and tribal development.
8. Conduct evidence-based research on ‘Women and Economic Development","Education, Gender, Sexuality, Research",,26.950688,73.786591
Gujarat,"Women's Studies Centre, Sardar Patel University",https://www.spuvvn.edu/academics/academic-centres/womens-study-centre/,Academic Centre,2005,,NA,"Education, Gender, Research",,23.361661,71.64895
Madhya Pradesh,"Women's Studies Department, Barkatullah Vishwavidyalaya",http://www.bubhopal.ac.in/1155/Women-Studies,Academic Centre,,,Mphil in Women's Studies. Certificate Course in Old Age Care.,"Education, Gender, Research",,22.952601,78.35788
Madhya Pradesh,Vanangana,https://bundelkhand.in/vanangna,Community organisation,2003,05198- 233731,1. Creating platforms that allow women to come together. 2. Centering the voices of dalit bahujan and adivasi women in community and civic affairs. 3. Ensuring implementation of state programs.,"Advocacy, Caste, Civic Participation",A rural community based women's right collective,22.952601,78.35788
Maharashtra,Samabhavana Society,http://www.samabhavanasociety.org/,NGO,2008,samabhav@samabhavanasociety.org,1. SMILE: Students mastering important life skills education. 2. HAI: Healthy Adolescent initiatives 3. ASTITVA: Art Festival. 4. DISNEY: Voluntary engagement Program. 5: Male Child Advocacy: Advocacy and campaign for young and adolescent boys and increasing awareness about male child abuse.,"Advocacy, Adolescent boys, Young Boys, Life skills education",,19.405779,75.70204
Gujarat,National Network of Sex Workers,http://nnswindia.org/,"Network of female, transgender, and male sex workers",1997,nationalnetworkofsexworkers@gmail.com,"1. Advocacy for the local, regional, national, and international rights of sex workers
2. Documentation and research on issues concerning sex workers such as violence, discrimination, and social oppression
3. Awareness campaigns and other programs addressing misconceptions, stigma, and discrimination that marginalises sex workers","Sex work, Research, Documentation, Awareness campaigns",,23.361661,71.64895
Maharashtra,The Veshya Anyay Mukti Parishad (VAMP),https://www.nswp.org/members/asia-and-the-pacific/vamp-veshya-anyay-mukti-parishad,NGO,1992,https://www.nswp.org/contact/contact,"1. Oppose Criminalization of Sex work. 2. Speak out about Violence against sex workers especially by Police, Clients, Institutions, Intimate partners etc. 3. Challenging Stigma and discrimination against Sex workers. 4. Advocate for economic empowerment and social inclusion of sex work and sex workers","Sex work, Economic Empowerment. Law and sex work, Stigma and Discrimination",working on Sex Workers Rights,19.405779,75.70204
Maharashtra,Sweekar - The Rainbow Parents,https://www.facebook.com/SweekarTheRainbowParents/,Community organisation,2017,,"1. Support group for parents of queer persons
2. Counselling, sensitisation, and awareness programs on LGBTQIA [plus] inclusion","Support services, Parents of queer persons",The group’s formation was facilitated by Sridhar Rangayan and Saagar Gupta as part of outreach for their film Evening Shadows.,19.405779,75.70204
Maharashtra,Lawyer's Collective,https://lawyerscollective.org/,Legal resource group,1981,aidslaw@lawyerscollective.org,"1. Advocacy, campaigns, and legal services for access to medicine: Affordable medicines and treatment campaigns specially for HIV/AIDS
2. Women's Rights Initiative: Providing legal inputs to organisations involved in the women's movement specially on gender based violence, domestic violence, personal laws, sexual harrassment at the workplace, public interest litigation, and social action interventions
3. Advocacy, campaigns, and legal services for dignity, participation and evidence based policies for drug users
4. Research and legal aid services to People Living with HIV (PLHIV) using a human rights framework
5. Research, campaign and legal aid for Lesbian, Gay, Bisexual, and Transgender rights and the rights of sex workers","Legal aid and support services, PLHIV, LGBTQ, Sex workers",,19.405779,75.70204
Telangana,Prajwala,https://www.prajwalaindia.com/,NGO,1996,https://www.prajwalaindia.com/contactus.html,"work on Sex trafficking, Rescue and Rehabilation","Sex Trafficking, Rehabilitation",,18,79.5
Telangana,Anveshi: Research centre for Women's Studies,https://www.anveshi.org.in/,Research Organization,1985,91 40 27153690,"They have offered short courses on introduction to Women's studies and Queer Studies. Thrust areas of research include 1.Dalit Studies
2. Minorities Studies
3. Health and Health Care Systems
4. Migration and Urban Spaces
5. Public Domain and Outreach
6. Law and Critical Legal Theory
7. Education
8. Critical Development Studies","Research, Advocacy, Gender, Caste, Urban spaces.",,18,79.5
Karnataka,ALF (Alternative Law forum ),http://altlawforum.org/about/,Research Organization,2000,contact@altlawforum.org,"Advocacy and research in the field of law. Focus on Gender, sexuality, Media, Culture, Informal labour etc","Advocacy, Research",,14.882195,75.57454
Telangana,Shaheen Women's Resource and welfare centre,https://shaheencollective.org/,NGO,2002,info@shaheencollective.org,1. Means to Economic Empowerment of women in the local community. 2. Anti trafficking advocacy and activism 3. Health awareness among women and young and adolescent girls. 4. Unity in Diversity : Emphasis on Communal harmony.,"Advocacy, Activism, Community Welfare, Gender based Violence, Gender and Religion.",,18,79.5
Telangana,Pause For Perspective,http://hyderabadpsychologist.com/,Counselling Collective,NA,pause.perspective@gmail.com,"1. Counselling services for adults, children and organizations. 2. Workshops and Programs. 3. Group Therapy.","Mental Health, Advocacy",Queer Feminist Affirmative Mental Health And Wellness Organisation,18,79.5
,,,,,,,,,,
,,,,,,,,,,
Telangana,Lamakaan,https://www.facebook.com/lamakaan/,Inclusive Cultural Space,NA,096427 31329,NA,Inclusive Urban Space,,18,79.5
Tamil Nadu,Orinam,http://orinam.net/,LGBTQIA+ Collective,2003,http://orinam.net/contact/,1. Resource section for learning about lgbtqia+ in the Indian milieu. 2. Blog Featuring narratives from LGBTQIA+ people. 3. The 377 archives- Various documented sources related to section 377. 4. Chennai Pride: Information and event updates on the Chennai Pride.,"NGO, Resource Centre, Sexuality, LGBTQ, Advocacy",,11.052213,78.408526
Tamil Nadu,Sahodharan,http://www.sahodaran.org/,Male Sexual Health Project,1998,sahodaranchennai@gmail.com,"1. Targeted Intervention: The services include-
Identifying and reaching out to the community
Distributing condoms, lube, and educating them about safer sex to the individuals
Access to confidential STD testing and diagnoses
Counselling Services
Treatment and care
Psychoeducation
Health Camp
Nutrition and Diet ","MSM, HIV/AIDS awareness, Health, Sex Work.",,11.052213,78.408526
Tamil Nadu,Nirangal,https://nirangal.ngo/our-network/,NGO,2012, nirangal.india@gmail.com,"Projects for advocacy and awareness campaigns, particularly those relating to sexual orientation or gender identity (SOGI) issues.","NGO, Advocacy",,11.052213,78.408526
Tamil Nadu,,,,,,,,,11.052213,78.408526
Tamil Nadu,Madras Institute of Development Studies ,https://www.mids.ac.in/,Academic Institution,1977,office@mids.ac.in,"MIDS offers Doctoral Programs. The areas primary areas of research are as follows, 1. Economic Modelling and Public Finance
2. Employment, Skill Formation and Labour Markets
3. Natural Resources, Ecology: Economics and Political Economy
4. Poverty, Inequality and Discrimination
5. Caste, Gender and Sexuality Studies
6. Social Movements and Social Transformation
7. Social Sector Policies and Outcomes
8. Social Theory
9. Social and Cultural History
10. Political Institutions, Governance and Decentralisation
11. Sectoral Studies on Agriculture, Industry and Infrastructure and Value Chain Dynamics
12. Contemporary Urban: Economy, Governance and Politics
13. Dynamics of Rural Transformations and Rural - Urban Linkages","Education, Gender, Caste, Economics",,11.052213,78.408526
Telangana,"Council For Social Development, Hyderabad",http://www.csdhyd.org/,"Academic Institution, Think Tank",1967,admin@csdhyd.org,"Doctoral Program in Women's Studies and Social Sciences Through TISS. It also offers courses on Research Methodology, Proposal Writing, Academic writing for academics and people working in the development Sector. ","Gender, Education, Research",,18,79.5
Tamil Nadu,Centre For Women's Studies,https://alagappauniversity.ac.in/modules/Academics/faculty-of-arts/school-of-social-sciences/Centre-for-Womens-Studies.php,,NA,NA,"Certificate Course in Beauty Therapy, Certificate Course in Gender Studies, Certificate course in Guidance and Counselling and Certificate course in NGO Management. ","Gender, Education",,11.052213,78.408526
Tamil Nadu,Avinashilingam Institute for Home Sciences and Higher Education for women,https://avinuty.ac.in/maincampus/tempp/cws/Index.html,Academic Centre,NA,kasthuri_ext@avinuty.ac.in,"The major areas of research include: (a) Accessibility and Utilization of Basic Services rendered to Women of SC community to meet out their Rights     and Entitlements.
(b) Health care 
(c) Nutritional aspects such as breast feeding, food supplementation, nutrition and health education 
(d) Exercise and physical fitness of adolescent girls 
(e) Entrepreneurship development 
(f) Impact of women studies co-curricular programme 
(g) Women and employment","Gender, Education, Research",focus on outreach programs,11.052213,78.408526
Tamil Nadu,"Bharathidasan University,",https://www.bdu.ac.in/schools/social-sciences/womens-studies/,Academic Centre ,2005,dws@bdu.ac.in,"MA, Mphil and PhD in Gender Studies. Certificates, Diploma and PG Diploma Programmes in Life skills and management, Certificates, Diploma and PG Diploma Programmes in Micro and small enterprise development","Gender, Education, Research",,11.052213,78.408526
Tamil Nadu,"Department and Centre for women's studies, Mother Teresa Women's University",https://www.motherteresawomenuniv.ac.in/CWS.html,Academic centre,1999,NA,"MA in Women's Studies. Mphil and PhD. Certificate courses in Web Designing and Video editing. A minor (Common paper) in Women's Empowerment. The Department also conducts outreach programmes for rural public, livelihood training, awareness programmes and entrepreneurship trainings.","Gender, Education, Research",,11.052213,78.408526
Tamil Nadu,"Centre For Women's Studies, Lady Doak College",https://www.ladydoakcollege.edu.in/cws.html,Academic Centre,1989,NA,"Foundation Course in Women's Studies (Separately for UG and PG Students. Perspectives on Gender, Gender, Development and Health, Women, Dignity and Legal protection, Short film making, Biblical Perspectives on Gender, Biblical Perspective on Women.","Gender, Education, Research",,11.052213,78.408526
Telangana,"School of Gender Studies, TISS (Hyderabad Campus",https://www.tiss.edu/view/6/hyderabad-campus/school-of-gender-studies/about-school-of-gender-studies/,Academic Centre ,2004,NA,"The Centre offers MA, Mphil and Phd courses in Women's Studies. The research focusses on areas of Health, Development, Migration, Caste, Sexuality and Law. A key Field Action project of the School is the Sakhi One Stop Centres, set up in all 33 districts of the state of Telangana, for providing a range of services to women and girls affected by different forms of gender-based violence. Established in collaboration with the Department of Women Development and Child Welfare, Govt of Telangana, the role of the School is to serve as a knowledge partner for conducting training and capacity building programmes, and monitoring and evaluation of the Centres.","Gender, Education, Research",,18,79.5
Telangana,"Centre for Women's Studies, University of Hyderabad",https://centres.uohyd.ac.in/cws/,Academic Centre,2007,sheelas@uohyd.ac.in,"The Centre offers MA and PhD in Gender Studies. The thrust areas in which it works are as follows 1. Women’s Education
2.Globalization and New Economic Policy
3.Women and Governance
4. Women’s issues ( Private and Public) 5.Women and Violence (Private and Public)
6.Women’s Writing and Literature
7. Feminist Theory and Methods
8. Women, Media and Information technology
9. Women and Development
10. Women and Environment
11. Women’s History,  12. Women & Science","Gender, Education, Research",,18,79.5
Telangana,"Centre for Women's Studies, Osmania University",https://www.osmania.ac.in/research-rnt.php#,Academic Centre,1997,NA,"The main objectives of the centre are: to organise seminars, work shops, extension lectures to create awareness
to work in cooperation with other women's studies centres
to build library and documentation facilities for women's studies
to encourage women-focused research schemes and activities","Gender, Education",,18,79.5
Telangana,"Centre For Women's Studies, MANUU",https://manuu.edu.in/University/Centre/CWS/Profile,Academic Centre,2005,cws@manuu.edu.in,"Centre undertakes programs to work for the empowerment of Urdu speaking women, through teaching, research, training and advocacy.
Create space for women to come together, and work for the upliftment of Women Community
Facilitate gender analysis on critical issues","Gender, education, Research, Urdu Speaking women","Maulana Azad National Urdu University has been providing education with an objective to promote Women Education, along with the mandate, to impart conventional and distance education through Urdu Medium. To fulfill this objective a department of Women Education and Centre for Women’s Studies was established in the year 2004. The Centre is working with the Financial support by UGC. Since the inception, Department of Women Education ,offering M.A , M. Phil & Ph. D courses in Women’s Studies.Whereas Centre for Women’s Studies,has been focusing on, Empirical research, training, Seminars, Symposiums, Panel Discussions, extension programmes & Dissemination of information in Urdu speaking Community. Three months certificate courses in Women’s Studies have been offered by CWS in XIth Plan period. Due to the shortage of Staff a Financial crunch of CWS the course had been stopped after XIth Plan.",18,79.5
Andhra Pradesh,"Department of Women's Studies, Sri Padmavati Mahila Visvavidyalayam",https://www.spmvv.ac.in/acad.html,Academic Centre,NA,,"Department Offers an MA, Mphil and Phd in Women's studies. The Key areas of Research are : 1.Gender and Development
2. Women and Health
3. Socio- Economic and Cultural Status of Women
4. Women and Environmental issues
5. Women and HIV / AIDS
6. Violence against Women
7. Empowerment of Women
8. Gender Mainstreaming","Gender, Education, Gender and Health, HIV/AIDS Awareness",Tirupati also has very high number of HIV cases. and the department of women's studies offers a course on HIV and Women. Most universities/ couirses cover HIV under Gender and Health. This shows that institutionalization of women's studies within universities does not only serve the purpose of expanding the academic wing of women's movement but it also responds to local issues through research and outreach programmes,14.762005,78.874889
Andhra Pradesh,"Centre for women's Studies, Sri Venkateswara University",https://www.svuniversity.edu.in/Master/Extensionstudies.html,Academic Centre,NA,NA,"The centre undertakes extension and outreach activities by utilizing the expertise of various departments for the development of needy communities. A number of programmes like awareness on Health and Hygiene, Population Education, Social Empowerment of Women are regularly conducted by this centre.","Gender, Education, Advocacy",,14.762005,78.874889
Tamil Nadu,"Department of Women's Studies, University of Madras",https://www.unom.ac.in/index.php?route=department/department/about&deptid=79,Academic Centre,2013,NA,"Offers MA, Mphil and a PhD in Women's Studies","Gender, Education, Research",,11.052213,78.408526
Tamil Nadu,"Women's Studies Centre, Periyar University ",https://www.periyaruniversity.ac.in/centre/cws/,Academic Centre,2011,puwscdirector@gmail.com,"The department offers certificate course in association with other departments in the following feilds. 1. Women and Entrepreneurship Practice, 2.  Women and Life management Practicals, 3. Gender Sensitization Practical, 4. Adobe Workshop, 5. Statistics using Software Packages, 6. Soft skills","Gender, Education, Research",,11.052213,78.408526
Tamil Nadu,"Department of Women's Studies, Bharatiar University",https://b-u.ac.in/52/department-womens-studies,Academic Centre,2004,NA,"MA in Women's Studies, Mphil in Women's Studies, PhD in Women's Studies. PG Diploma in Women Entrepreneurship. The Department specializes in Women Empowerment, Women and Child Welfare, Women and Child Rights, Gender Sensitization, Gender Budgeting and Gender Audit, awareness on Sexual Harassment of Women at Workplace (Prevention,  Prohibition and Redressal ) Act 2013, Internal Committee (IC), Gender  Equity Vs Gender Equality. ","Gender, Education, Research",,11.052213,78.408526
Tamil Nadu,"Women's Studies Centre, Madurai Kamraj University",https://mkuniversity.ac.in/new/centre/wsc/pgm_offer.php,Academic Centre,2009,,MA in Women's Studies. ,"Gender, Education, Research",,11.052213,78.408526
Karnataka,Ahalyabai Post Graduate Centre for Women's Studies Research and Extension,http://ka.kswu.ac.in/womenstudies,Academic Centre,NA,dr.laxmi@yahoomail.com,"MA, Mphil and PhD in Women's Studies. Certificate Course in Women's Empowerment. ","Gender, Education, Research",,14.882195,75.57454
Karnataka,Centre for Ideal Womanhood,http://ka.kswu.ac.in/womanhood,Academic Centre,2013,drsowbhagya@gmail.com,"PG Diploma in Ideal Womanhood (1 year), Certificate Course in Geriatric care, Certificate Course in Parenting. Objectives of the Centre include: To inculcate Social Cultural Values in the Youth, Caring for elders, Civic sense, Spirituality and Character Building, To develop personality through study of Role models","Gender, Education, Research",,14.882195,75.57454
Karnataka,"Centre for Women's Studies, Kuvempu University",http://www.kuvempu.ac.in/eng/women_study_center.php,academic Centre,2016,uccf@kuvempu.ac.in,"The Centre conducts seminars, workshops and Training on gender issues.","Gender, Education, Research",,14.882195,75.57454
Karnataka,"Centre For Women's Studies, Mangalore University",https://mangaloreuniversity.ac.in/center-women-study,academic Centre,2005,,"The Centre's Primary engagement is organizing workshops, seminars and colloquiams on topics like Gender and Education, panchayati raj education, Violence against women and Role of Community in Prevention of violence against women.","Gender, Education, Research",,14.882195,75.57454
Karnataka,Department of Women's Studies,http://vskub.ac.in/department-of-womens-study/,Academic Centre,2019,,MA in Women's Studies ,"Gender, Education, Research",,,
Karnataka,"Centre for Women and Law, NLSIU",https://www.nls.ac.in/centres/centre-for-women-and-the-law/,academic Centre,1988,contactus@nls.ac.in,The centre aims to look at the law and legal process from the perspective of gender justice.,"Gender, Education, Research, Law",,14.882195,75.57454
Kerala,"Women's Studies Centre , Cochin University of Science and Technolongy ",https://wsc.cusat.ac.in/,Academic Centre,2010,wsc.cusat@gmail.com,"The Centre's primary engagement is organising conferences, Seminars, Workshops and other activities related to gender sensitization and awareness of gender related issues in the university","Gender, Education, Research, Conferences, Workshop",,9.791129,76.746728
Kerala,"Department of Women's Studies, University of Calicut",https://womenstudies.uoc.ac.in/,Academic Centre,2005,wshod@uoc.ac.in,"The Department offers MA, Mphil and Phd in women's Studies. ","Gender, Education, Research",,9.791129,76.746728
Karnataka,"Deoartment of PG studies and research in Women's Studies, Gulbarga University",https://gug.ac.in/load?menu=m03&page=fss-women-studies,Academic Centre,NA,NA,"MA, Mphil and PhD in Women's Studies. Thrust areas in the feild of Women and Empowerment, Gender and Empowerment of law, Women and environment , Women and NGO","Gender, Education, Research",,14.882195,75.57454
Karnataka,"Centre for Women's Studies, Bangalore University",https://eng.bangaloreuniversity.ac.in/women-studies/,Academic Centre,2001,dept.womenstudies@bub.ernet.in,MA in women's studies,"Gender, Education, Research",,14.882195,75.57454
,,,,,,,"Gender, Education, Research ",,,
,,,,,,,,,,
,,,,,,,,,,
Karnataka,WHaQ! ,http://whaq.blogspot.com/,Support Group,2014,whaqbangalore@gmail.com,NA,"Queer Support Group, Advocacy",,14.882195,75.57454
,,,,,,,,,,
,,,,,,,,,,
Karnataka,Swabhava,http://swabhava.org/,Charitable Trust,1999,swabhavatrust@gmail.com,"Programs to enhance access to social, medical and legal support to LGBTQ people in Bangalore","LGBTQ, Advocacy, NGO",,14.882195,75.57454
Karnataka,Mobbera Foundation,https://mobberafoundation.com/,NGO ,2015,mobberafoundation@gmail.com,"1. Shiksha sthaan: Siksha Sthaan aspires to provide training in various skill sets that will enhance the knowledge curve through a productive workshop environment, guided by trained candidates to teach a skill, which improves the scope of career opportunities. 2: Project Upadhi: We hope to take a stride in the path of creating equal opportunities for everyone regardless of their gender or sex. Through this project we aim to locate job opportunities for members of the queer community and aid them in progressing towards financial independence and self-reliance. 3.Khairiyat: A HIV initiative by Mobbera Foundation Create awareness, and to provide a platform for HIV +ve folks for any support they require, right from testing to providing medical supplies and counselling (mental / nutrition / overall health).","Gender, Sexuality, Advocacy, Sex Work, Gender based Violence, HIV/AIDS Intervention",,14.882195,75.57454
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Karnataka,"Solidarity Foundation: For The Dignity of Sex Workers, Gender and Sexual Minorities",https://www.solidarityfoundation.in/,NGO,2013,solidarityfoundation2013@gmail.com,1. Crisis Intervention. 2. Expanding Livelihood Options 3. Advocacy for children of sex workers 4. Corporate Involvement,"NGO, Advocacy",,14.882195,75.57454
Tamil Nadu,,,,,,,,,11.052213,78.408526
Karnataka,Aravani Art Project,https://aravaniartproject.com/,Women and Trans women art collective,2016,https://aravaniartproject.com/contact-us,"Multiple art installations and solo/group exhibitions/workshops with NGO's, Art festivals etc across South and western India. ","Art installation, Activism, Art and Activism.",,14.882195,75.57454
,,,,,,,,,,
,,,,,,,,,,
Bangalore,Queer Archive for Memory Reflection and Activism ,https://qamra.in/,Multimedia Archival Project,NA,qamraarchive@qamra.in,NA,"Archive, Multimedia archive",,12.96557,77.60625
Karnataka,"Ondede: Dignity, Voice and Sexuality",https://ondede.wordpress.com/about/,NGO,2015,ondededvs@gmail.com,Programs to strengthen the linkages between multiple stake holders in the development sector.,"NGO, Advocacy",,14.882195,75.57454
Karnataka,Ashodaya Samiti,http://www.ashodayasamithi.org/frontend/httpdocs/,NGO,2005,9916930313,1. Social entrepreneurship by sex workers. 2. PreP tablets for people at higher risk of HIV/AIDS,"MSM, HIV/AIDS Intervention, Sex Workers, Advocacy",,14.882195,75.57454
